name,sku,barcode,package,brand,roi,roi_days,short_description,long_description,in_stock,cost,price,featured_image,images,location,active
"TEC II 5s Pouch",11159973,5544,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.036,0.216,grocerapp-tec-ii-disposable-razor-pack-603615c9f2a23.jpeg,"grocerapp-tec-ii-disposable-razor-pack-603615c9f2a23.jpeg,grocerapp-tec-ii-disposable-razor-pack-603615c9f2a23.jpeg",assets/images/product_images/,1
"CLOSE UP RED HOT EVER FRESH TOOTH PASTE",54006226,11878,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.9,1.08,grocerapp-close-up-deep-action-red-5f4d41d64e736.jpeg,"grocerapp-close-up-deep-action-red-5f4d41d64e736.jpeg,grocerapp-close-up-deep-action-red-5f4d41d64e736.jpeg",assets/images/product_images/,1
"Clean & Clear Essential Facewash",155746628,24177,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.756,0.9359999999999999,grocerapp-clean-clear-essential-facewash-619224e1a6b45.jpeg,"grocerapp-clean-clear-essential-facewash-619224e1a6b45.jpeg,grocerapp-clean-clear-essential-facewash-619224e1a6b45.jpeg",assets/images/product_images/,1
"Colgate Herbal Fluoride Tooth paste",859246427,23589,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.54,0.72,grocerapp-colgate-herbal-fluoride-tooth-paste-605c46f545559.png,"grocerapp-colgate-herbal-fluoride-tooth-paste-605c46f545559.png,grocerapp-colgate-herbal-fluoride-tooth-paste-605c46f545559.png",assets/images/product_images/,1
"4 Step Pedicure Paddle No 026",219478350,21913,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.414,0.594,grocerapp-4-step-pedicure-paddle-no-5f3a99e4cb1db.jpeg,"grocerapp-4-step-pedicure-paddle-no-5f3a99e4cb1db.jpeg,grocerapp-4-step-pedicure-paddle-no-5f3a99e4cb1db.jpeg",assets/images/product_images/,1
"Garnier Light Complete Facewash",710372348,9573,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.4824,0.6624,grocerapp-garnier-light-complete-facewash-60a21ff4ccb54.jpeg,"grocerapp-garnier-light-complete-facewash-60a21ff4ccb54.jpeg,grocerapp-garnier-light-complete-facewash-60a21ff4ccb54.jpeg",assets/images/product_images/,1
"Always Thick Nights Sanitary Pads, Extra Long, Value Pack",840962477,2682,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.548,1.728,grocerapp-always-dreams-all-night-maxi-thick-60261f49b3cfc.jpeg,"grocerapp-always-dreams-all-night-maxi-thick-60261f49b3cfc.jpeg,grocerapp-always-dreams-all-night-maxi-thick-60261f49b3cfc.jpeg",assets/images/product_images/,1
"Colgate Sparkle Toothpaste 130g",711658832,13809,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.18,0.36,grocerapp-colgate-sparkle-toothpaste-6229988062297.jpeg,"grocerapp-colgate-sparkle-toothpaste-6229988062297.jpeg,grocerapp-colgate-sparkle-toothpaste-6229988062297.jpeg",assets/images/product_images/,1
"Black Cat Bliss Perfume Talc",872243002,17595,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.126,0.306,grocerapp-black-cat-bliss-perfume-talc-5ee3826a7b034.jpeg,"grocerapp-black-cat-bliss-perfume-talc-5ee3826a7b034.jpeg,grocerapp-black-cat-bliss-perfume-talc-5ee3826a7b034.jpeg",assets/images/product_images/,1
"Lux Soft Silk Sensation Body Wash",448618566,22136,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.828,1.008,grocerapp-lux-soft-silk-sensation-body-60bb4b1f92f19.jpeg,"grocerapp-lux-soft-silk-sensation-body-60bb4b1f92f19.jpeg,grocerapp-lux-soft-silk-sensation-body-60bb4b1f92f19.jpeg",assets/images/product_images/,1
"Pond White Beauty Spot Less Fairness Face Wash With Micro Foam",6001149,18060,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.7919999999999999,0.972,grocerapp-pond-white-beauty-spot-less-5ed8d284895a2.png,"grocerapp-pond-white-beauty-spot-less-5ed8d284895a2.png,grocerapp-pond-white-beauty-spot-less-5ed8d284895a2.png",assets/images/product_images/,1
"Ponds Germ Protect Face Wash",387228206,5269,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.044,1.224,grocerapp-ponds-germ-protect-face-wash-5fbf43448f2ed.jpeg,"grocerapp-ponds-germ-protect-face-wash-5fbf43448f2ed.jpeg,grocerapp-ponds-germ-protect-face-wash-5fbf43448f2ed.jpeg",assets/images/product_images/,1
"Veet Cream Silk & Fresh Dry",433993144,17587,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.44,1.6199999999999999,grocerapp-veet-silk-fresh-dry-5e6bcb0f583ed.jpeg,"grocerapp-veet-silk-fresh-dry-5e6bcb0f583ed.jpeg,grocerapp-veet-silk-fresh-dry-5e6bcb0f583ed.jpeg",assets/images/product_images/,1
"Treet SafeX Salon Razor",20452753,3632,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,-0.108,0.072,grocerapp-treet-safex-salon-razor-6036198c1888c.jpeg,"grocerapp-treet-safex-salon-razor-6036198c1888c.jpeg,grocerapp-treet-safex-salon-razor-6036198c1888c.jpeg",assets/images/product_images/,1
"Ponds triple vitamin B3,E&C moisturizing lotion",566013345,15656,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.9359999999999999,1.1159999999999999,grocerapp-ponds-triple-vitamin-b3ec-moisturizing-6183811406662.jpeg,"grocerapp-ponds-triple-vitamin-b3ec-moisturizing-6183811406662.jpeg,grocerapp-ponds-triple-vitamin-b3ec-moisturizing-6183811406662.jpeg",assets/images/product_images/,1
"Sunsilk Anti Dandruff Shampoo",379425086,14805,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.8099999999999999,0.99,grocerapp-sunsilk-anti-dandruff-shampoo-602b717092631.jpeg,"grocerapp-sunsilk-anti-dandruff-shampoo-602b717092631.jpeg,grocerapp-sunsilk-anti-dandruff-shampoo-602b717092631.jpeg",assets/images/product_images/,1
"Garnier Color Naturals Brown 4 Hair Color",333510823,25322,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.7964,1.9764,grocerapp-garnier-color-naturals-brown-4-5f34ec8ad3700.jpeg,"grocerapp-garnier-color-naturals-brown-4-5f34ec8ad3700.jpeg,grocerapp-garnier-color-naturals-brown-4-5f34ec8ad3700.jpeg",assets/images/product_images/,1
"Glint Instant Hand Sanitizer",890097878,17086,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.0764,1.2564,grocerapp-glint-instant-hand-sanitizer-5fb763f95edea.jpeg,"grocerapp-glint-instant-hand-sanitizer-5fb763f95edea.jpeg,grocerapp-glint-instant-hand-sanitizer-5fb763f95edea.jpeg",assets/images/product_images/,1
"Always Thick Maxi Sanitary Pads, Extra Long, Trio Pack",244246396,22328,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.16,2.34,grocerapp-alwasys-maxi-thick-extra-long-5f0d7a9aae722.jpeg,"grocerapp-alwasys-maxi-thick-extra-long-5f0d7a9aae722.jpeg,grocerapp-alwasys-maxi-thick-extra-long-5f0d7a9aae722.jpeg",assets/images/product_images/,1
"FA Caribbean Lemon",445314477,25558,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.432,0.612,grocerapp-fa-deo-roll-on-50ml-5edf4f7c7259e.jpeg,"grocerapp-fa-deo-roll-on-50ml-5edf4f7c7259e.jpeg,grocerapp-fa-deo-roll-on-50ml-5edf4f7c7259e.jpeg",assets/images/product_images/,1
"FA MEN INVISIBLE ROLL ON 50ML",925442365,833,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.432,0.612,grocerapp-fa-men-invisible-roll-on-5f9a58e86d877.jpeg,"grocerapp-fa-men-invisible-roll-on-5f9a58e86d877.jpeg,grocerapp-fa-men-invisible-roll-on-5f9a58e86d877.jpeg",assets/images/product_images/,1
"Lifebuoy 99.9% Germ Protection Hand Wash",598771623,14238,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.46799999999999997,0.648,grocerapp-lifebuoy-total-10-hand-wash-605ee769a22b5.jpeg,"grocerapp-lifebuoy-total-10-hand-wash-605ee769a22b5.jpeg,grocerapp-lifebuoy-total-10-hand-wash-605ee769a22b5.jpeg",assets/images/product_images/,1
"Marhaba Almond Oil 50ml",800356069,21218,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.9359999999999999,1.1159999999999999,grocerapp-marhaba-almond-oil-50ml-5f5c608cead0c.jpeg,"grocerapp-marhaba-almond-oil-50ml-5f5c608cead0c.jpeg,grocerapp-marhaba-almond-oil-50ml-5f5c608cead0c.jpeg",assets/images/product_images/,1
"Pepsodent Expert Protection Mouth Wash",225025060,1942,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.72,0.9,grocerapp-pepsodent-expert-protection-mouth-wash-5fb7704ae829a.jpeg,"grocerapp-pepsodent-expert-protection-mouth-wash-5fb7704ae829a.jpeg,grocerapp-pepsodent-expert-protection-mouth-wash-5fb7704ae829a.jpeg",assets/images/product_images/,1
"Colgate Sensitive Orignal Fluoride Tooth Paste",564126993,6307,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.504,0.6839999999999999,grocerapp-colgate-sensitive-orignal-fluoride-tooth-5e6c046ee2d62.jpeg,"grocerapp-colgate-sensitive-orignal-fluoride-tooth-5e6c046ee2d62.jpeg,grocerapp-colgate-sensitive-orignal-fluoride-tooth-5e6c046ee2d62.jpeg",assets/images/product_images/,1
"Nivea Pearl & Beauty Roll On",196091321,13228,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.332,1.512,grocerapp-nivea-pearl-beauty-roll-5f3516005526f.jpeg,"grocerapp-nivea-pearl-beauty-roll-5f3516005526f.jpeg,grocerapp-nivea-pearl-beauty-roll-5f3516005526f.jpeg",assets/images/product_images/,1
"Revlon Hair Color 46",765229330,12688,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.422,1.6019999999999999,grocerapp-revlon-hair-color-46-5f4d43d6137ae.jpeg,"grocerapp-revlon-hair-color-46-5f4d43d6137ae.jpeg,grocerapp-revlon-hair-color-46-5f4d43d6137ae.jpeg",assets/images/product_images/,1
"Safeguard Floral Scent (1*3)",713442343,24803,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.45,0.63,grocerapp-safeguard-floral-scent-13-60af975a8bade.jpeg,"grocerapp-safeguard-floral-scent-13-60af975a8bade.jpeg,grocerapp-safeguard-floral-scent-13-60af975a8bade.jpeg",assets/images/product_images/,1
"Palmolive Naturals Liquid Handwash Anti-Bacterial 450ml Bottle",755398628,9408,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.152,1.332,grocerapp-palmolive-antibacterial-white-tea-hand-622884f361364.jpeg,"grocerapp-palmolive-antibacterial-white-tea-hand-622884f361364.jpeg,grocerapp-palmolive-antibacterial-white-tea-hand-622884f361364.jpeg",assets/images/product_images/,1
"Colgate Premier Clean Tooth Brush Soft",579072637,23934,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.018,0.19799999999999998,grocerapp-colgate-premier-clean-tooth-brush-5e6d0f7689dca.jpeg,"grocerapp-colgate-premier-clean-tooth-brush-5e6d0f7689dca.jpeg,grocerapp-colgate-premier-clean-tooth-brush-5e6d0f7689dca.jpeg",assets/images/product_images/,1
"Head & Shoulders Smooth & Silky Shampoo",384205615,23913,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.638,1.818,grocerapp-head-shoulders-smooth--5e9ae9caee291.jpeg,"grocerapp-head-shoulders-smooth--5e9ae9caee291.jpeg,grocerapp-head-shoulders-smooth--5e9ae9caee291.jpeg",assets/images/product_images/,1
"Diva Fair Glow Licorice Extract & Vitamin B3 Face Wash",822537909,5971,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.36,0.54,grocerapp-diva-fair-glow-licorice-extract-5ef2e725d3b65.jpeg,"grocerapp-diva-fair-glow-licorice-extract-5ef2e725d3b65.jpeg,grocerapp-diva-fair-glow-licorice-extract-5ef2e725d3b65.jpeg",assets/images/product_images/,1
"Treet Disposible Body Razor",240936136,17434,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,-0.1008,0.07919999999999999,grocerapp-treet-taharat-razor-60361d2ba878a.jpeg,"grocerapp-treet-taharat-razor-60361d2ba878a.jpeg,grocerapp-treet-taharat-razor-60361d2ba878a.jpeg",assets/images/product_images/,1
"Dettol Cool (Joliet) Soap",354489036,10715,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.1764,0.3564,grocerapp-dettol-cool-joliet-soap-610be26ba723a.jpeg,"grocerapp-dettol-cool-joliet-soap-610be26ba723a.jpeg,grocerapp-dettol-cool-joliet-soap-610be26ba723a.jpeg",assets/images/product_images/,1
"Nivea Men Cool Kick Roll On",723449269,19349,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.332,1.512,grocerapp-nivea-men-cool-kick-roll-5f3514dd562e5.jpeg,"grocerapp-nivea-men-cool-kick-roll-5f3514dd562e5.jpeg,grocerapp-nivea-men-cool-kick-roll-5f3514dd562e5.jpeg",assets/images/product_images/,1
"Colgate Classic Deep Clean Tooth Brush",828823070,8983,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,-0.036,0.144,grocerapp-colgate-classic-deep-clean-tooth-5e6cebb38d17a.jpeg,"grocerapp-colgate-classic-deep-clean-tooth-5e6cebb38d17a.jpeg,grocerapp-colgate-classic-deep-clean-tooth-5e6cebb38d17a.jpeg",assets/images/product_images/,1
"Safe Guard Lemon Fresh Soap 3 in 1 Pack Save Rs.30",504999598,10423,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.846,1.026,grocerapp-safe-guard-lemon-fresh-soap-60265f1c4e969.jpeg,"grocerapp-safe-guard-lemon-fresh-soap-60265f1c4e969.jpeg,grocerapp-safe-guard-lemon-fresh-soap-60265f1c4e969.jpeg",assets/images/product_images/,1
"Always Ultra Sanitary Pads, Long Value Pack",106489091,25548,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.332,1.512,grocerapp-always-ultra-long-with-gel-5e75b27cac906.jpeg,"grocerapp-always-ultra-long-with-gel-5e75b27cac906.jpeg,grocerapp-always-ultra-long-with-gel-5e75b27cac906.jpeg",assets/images/product_images/,1
"Oral B Salt Power White ToothPaste",928653107,6558,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.7163999999999999,0.8964,grocerapp-oral-b-salt-power-white-5f5c80b4305d1.jpeg,"grocerapp-oral-b-salt-power-white-5f5c80b4305d1.jpeg,grocerapp-oral-b-salt-power-white-5f5c80b4305d1.jpeg",assets/images/product_images/,1
"Marks & Spencer Hair Brush Rich No 5288-R80",396239813,2473,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.206,1.386,grocerapp-marks-spencer-hair-brush-61b190d312e7a.jpeg,"grocerapp-marks-spencer-hair-brush-61b190d312e7a.jpeg,grocerapp-marks-spencer-hair-brush-61b190d312e7a.jpeg",assets/images/product_images/,1
"Colgate Max Cavity Protection Tooth Paste",497407371,9661,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.648,0.828,grocerapp-colgate-max-cavity-protection-tooth-618cee138e936.jpeg,"grocerapp-colgate-max-cavity-protection-tooth-618cee138e936.jpeg,grocerapp-colgate-max-cavity-protection-tooth-618cee138e936.jpeg",assets/images/product_images/,1
"Garnier Skin Active Pure White 3 in 1 Charcoal Face Wash",622701014,25680,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.4364,1.6164,grocerapp-garnier-skin-active-pure-white-5f34f9527b30d.jpeg,"grocerapp-garnier-skin-active-pure-white-5f34f9527b30d.jpeg,grocerapp-garnier-skin-active-pure-white-5f34f9527b30d.jpeg",assets/images/product_images/,1
"Tresemme Protein Thickness Shampoo",146473023,13024,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.916,3.096,grocerapp-tresemme-protein-thickness-shampoo-5ece02966f4dd.png,"grocerapp-tresemme-protein-thickness-shampoo-5ece02966f4dd.png,grocerapp-tresemme-protein-thickness-shampoo-5ece02966f4dd.png",assets/images/product_images/,1
"Gillette Shaving Foam Regular",422393524,2132,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.332,1.512,grocerapp-gillette-shaving-normal-gel-5e6c0eec92d4f.png,"grocerapp-gillette-shaving-normal-gel-5e6c0eec92d4f.png,grocerapp-gillette-shaving-normal-gel-5e6c0eec92d4f.png",assets/images/product_images/,1
"Always Ultra Nights Sanitary Pads, Extra Long, Single Pack",529960568,8483,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.702,0.882,grocerapp-always-dreams-all-night-ultra-thin-602620c06a858.jpeg,"grocerapp-always-dreams-all-night-ultra-thin-602620c06a858.jpeg,grocerapp-always-dreams-all-night-ultra-thin-602620c06a858.jpeg",assets/images/product_images/,1
"Capri Hy Pro Extra Red Single",819238827,22103,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.018,0.19799999999999998,grocerapp-capri-hy-pro-extra-red-60d4242b7c9f1.jpeg,"grocerapp-capri-hy-pro-extra-red-60d4242b7c9f1.jpeg,grocerapp-capri-hy-pro-extra-red-60d4242b7c9f1.jpeg",assets/images/product_images/,1
"Safe Guard Pure White Soap 2 in 1 Pack Save Rs.10",72249452,18205,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.324,0.504,grocerapp-safe-guard-pure-white-soap-602660f77e5a0.jpeg,"grocerapp-safe-guard-pure-white-soap-602660f77e5a0.jpeg,grocerapp-safe-guard-pure-white-soap-602660f77e5a0.jpeg",assets/images/product_images/,1
"SHIELD FALCON Tooth Brush",867928472,16871,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.036,0.216,grocerapp-shield-falcon-tooth-brush-60cc8c44b86bf.jpeg,"grocerapp-shield-falcon-tooth-brush-60cc8c44b86bf.jpeg,grocerapp-shield-falcon-tooth-brush-60cc8c44b86bf.jpeg",assets/images/product_images/,1
"PONDS W/ BEAUTY SUN DULLNESS FACIAL SCRUB",839611439,1020,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.846,1.026,grocerapp-ponds-white-beauty-spot-less-rosy-5e6c78ae83504.png,"grocerapp-ponds-white-beauty-spot-less-rosy-5e6c78ae83504.png,grocerapp-ponds-white-beauty-spot-less-rosy-5e6c78ae83504.png",assets/images/product_images/,1
"Always Thick Nights Sanitary Pads, Extra Long, Single Pack",843840078,1474,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.702,0.882,grocerapp-always-dreams-all-night-maxi-thick-60261eb45da7c.jpeg,"grocerapp-always-dreams-all-night-maxi-thick-60261eb45da7c.jpeg,grocerapp-always-dreams-all-night-maxi-thick-60261eb45da7c.jpeg",assets/images/product_images/,1
"Loreal White Perfect Milky Foam Purifying & Brightening",202308094,20643,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.6956,1.8756,grocerapp-loreal-white-perfect-milky-foam-5f34f6c303ea0.jpeg,"grocerapp-loreal-white-perfect-milky-foam-5f34f6c303ea0.jpeg,grocerapp-loreal-white-perfect-milky-foam-5f34f6c303ea0.jpeg",assets/images/product_images/,1
"VASELINE ALOE SOOTHE LOTION",888931696,14418,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.6839999999999999,0.864,grocerapp-vaseline-aloe-fresh-lotion-5e6cdcc28f740.jpeg,"grocerapp-vaseline-aloe-fresh-lotion-5e6cdcc28f740.jpeg,grocerapp-vaseline-aloe-fresh-lotion-5e6cdcc28f740.jpeg",assets/images/product_images/,1
"LOreal Paris Elvive 6 Oil Nourish",417964240,9313,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.4724,1.6523999999999999,grocerapp-loreal-paris-elvive-6-oil-611b53c1b92bb.jpeg,"grocerapp-loreal-paris-elvive-6-oil-611b53c1b92bb.jpeg,grocerapp-loreal-paris-elvive-6-oil-611b53c1b92bb.jpeg",assets/images/product_images/,1
"Care Cooline Prickly Heat Powder",21247321,1753,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.45,0.63,grocerapp-care-cooline-prickly-heat-powder-603647e843cb5.jpeg,"grocerapp-care-cooline-prickly-heat-powder-603647e843cb5.jpeg,grocerapp-care-cooline-prickly-heat-powder-603647e843cb5.jpeg",assets/images/product_images/,1
"Palmolive Naturals Liquid Handwash Milk & Honey 225ml Bottle",147154561,16013,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.63,0.8099999999999999,grocerapp-palmolive-naturals-milk-honey-62288b2977c5e.jpeg,"grocerapp-palmolive-naturals-milk-honey-62288b2977c5e.jpeg,grocerapp-palmolive-naturals-milk-honey-62288b2977c5e.jpeg",assets/images/product_images/,1
"Bold Insta White Face Wash",334606119,4766,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.414,0.594,grocerapp-bold-insta-white-face-wash-5ef2e5db05429.jpeg,"grocerapp-bold-insta-white-face-wash-5ef2e5db05429.jpeg,grocerapp-bold-insta-white-face-wash-5ef2e5db05429.jpeg",assets/images/product_images/,1
"Black Cat passion Perfumed Talc",757562688,10271,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.144,0.324,grocerapp-black-cat-passion-perfumed-talc-60cdcc9feb9c7.jpeg,"grocerapp-black-cat-passion-perfumed-talc-60cdcc9feb9c7.jpeg,grocerapp-black-cat-passion-perfumed-talc-60cdcc9feb9c7.jpeg",assets/images/product_images/,1
"PONDS WHITE BEAUTY GLOW FACIAL FOAM",278593847,5347,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.99,1.17,grocerapp-ponds-white-beauty-glow-facial-610a85813d48d.jpeg,"grocerapp-ponds-white-beauty-glow-facial-610a85813d48d.jpeg,grocerapp-ponds-white-beauty-glow-facial-610a85813d48d.jpeg",assets/images/product_images/,1
"Listerine Miswak Mouth Wash",160915652,3940,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.332,1.512,grocerapp-listerine-muswak-mouth-wash-5f885781120f9.jpeg,"grocerapp-listerine-muswak-mouth-wash-5f885781120f9.jpeg,grocerapp-listerine-muswak-mouth-wash-5f885781120f9.jpeg",assets/images/product_images/,1
